Entity,Code,Year,"Health expenditure, public (% of GDP) (% of GDP)","Health expenditure, private (% of GDP) (% of GDP)"
Montenegro,MNE,2013,3.719088236,2.706295954
Montenegro,MNE,2014,3.66738093,2.74916175
Morocco,MAR,1995,1.184133718,2.370445822
Morocco,MAR,1996,1.14335155,2.34445546
Morocco,MAR,1997,1.073390243,2.636779927
Morocco,MAR,1998,1.179102117,2.735962643
Morocco,MAR,1999,1.149141903,2.836072687
Morocco,MAR,2000,1.229737845,2.950775455
Morocco,MAR,2001,1.427759227,3.010773873
Morocco,MAR,2002,1.378808948,3.929530382
Morocco,MAR,2003,1.39499543,3.85678199
Morocco,MAR,2004,1.429529802,3.786018238
Morocco,MAR,2005,1.438925867,3.619107893
Morocco,MAR,2006,1.714402504,3.519565456
Morocco,MAR,2007,1.898077318,3.577105242
Morocco,MAR,2008,1.891971766,3.522925804
Morocco,MAR,2009,2.046396065,3.619116645
Morocco,MAR,2010,2.067572037,3.791282593
Morocco,MAR,2011,2.08777206,3.90097973
Morocco,MAR,2012,2.181466365,3.965386195
Morocco,MAR,2013,1.95774948,3.97759636
Morocco,MAR,2014,2.001326276,3.906451784
Mozambique,MOZ,1995,3.396556179,1.903167111
Mozambique,MOZ,1996,2.598261241,1.684256589
Mozambique,MOZ,1997,2.955873935,1.675080035
Mozambique,MOZ,1998,2.968476834,1.552231126
Mozambique,MOZ,1999,3.5660975,1.71932027
Mozambique,MOZ,2000,4.311883073,1.849737847
Mozambique,MOZ,2001,3.967596109,1.675182861
Mozambique,MOZ,2002,4.488862031,1.959848859
Mozambique,MOZ,2003,4.108240978,2.284069122
Mozambique,MOZ,2004,3.521927947,2.390835863
Mozambique,MOZ,2005,4.306135066,2.561684284
Mozambique,MOZ,2006,3.950981842,2.561804418
Mozambique,MOZ,2007,3.100005096,2.152707244
Mozambique,MOZ,2008,2.606804503,2.306569417
Mozambique,MOZ,2009,2.515159938,2.919804152
Mozambique,MOZ,2010,3.018102826,2.362220574
Mozambique,MOZ,2011,2.664577733,3.570123837
Mozambique,MOZ,2012,2.776382768,2.803123672
Mozambique,MOZ,2013,3.119087626,2.778819384
Mozambique,MOZ,2014,3.936734776,3.038847084
Myanmar,MMR,1995,0.40560317,1.73408419
Myanmar,MMR,1996,0.33454759,1.78162454
Myanmar,MMR,1997,0.262807177,1.540131323
Myanmar,MMR,1998,0.168293493,1.420460817
Myanmar,MMR,1999,0.170964179,1.384519461
Myanmar,MMR,2000,0.260997171,1.575786499
Myanmar,MMR,2001,0.224982015,1.575509025
Myanmar,MMR,2002,0.313588382,1.736813258
Myanmar,MMR,2003,0.243334548,1.722973402
Myanmar,MMR,2004,0.266961522,1.701768858
Myanmar,MMR,2005,0.164974085,1.665123745
Myanmar,MMR,2006,0.256312052,1.520093118
Myanmar,MMR,2007,0.198195286,1.486417634
Myanmar,MMR,2008,0.207554701,1.667068039
Myanmar,MMR,2009,0.232553662,1.813285688
Myanmar,MMR,2010,0.299251928,1.621030342
Myanmar,MMR,2011,0.297624635,1.570830885
Myanmar,MMR,2012,0.819629102,1.398602528
Myanmar,MMR,2013,0.826846155,1.331354215
Myanmar,MMR,2014,1.044899804,1.230854786
Namibia,NAM,1995,4.413658721,1.793953589
Namibia,NAM,1996,4.750908805,1.826521415
Namibia,NAM,1997,4.924511725,1.918542925
Namibia,NAM,1998,4.952596648,1.884177982
Namibia,NAM,1999,5.111744353,1.859224367
Namibia,NAM,2000,4.214029426,1.899986744
Namibia,NAM,2001,3.474246902,2.704814628
Namibia,NAM,2002,3.576968668,2.590495152
Namibia,NAM,2003,3.722335405,2.801694885
Namibia,NAM,2004,3.207038753,3.264937437
Namibia,NAM,2005,3.579619723,3.739090887
Namibia,NAM,2006,3.129120087,4.070167323
Namibia,NAM,2007,3.800771171,3.192439469
Namibia,NAM,2008,3.89854309,3.25132313
Namibia,NAM,2009,4.417229575,3.635095575
Namibia,NAM,2010,4.594429367,3.298869993
Namibia,NAM,2011,5.315764414,3.464701056
Namibia,NAM,2012,4.854097749,3.381279521
Namibia,NAM,2013,5.029136422,3.499846888
Namibia,NAM,2014,5.357137699,3.571549961
Nauru,NRU,1995,12.33493098,0.847413594
Nauru,NRU,1996,11.59428355,0.80325839
Nauru,NRU,1997,11.82601857,0.750203275
Nauru,NRU,1998,12.56498453,0.673384977
Nauru,NRU,1999,12.3379839,0.741907102
Nauru,NRU,2000,12.54768588,0.949266094
Nauru,NRU,2001,13.31280697,0.963472717
Nauru,NRU,2002,14.53541812,1.029824515
Nauru,NRU,2003,13.45467078,0.954347055
Nauru,NRU,2004,10.64962726,0.97266548
Nauru,NRU,2005,11.61777519,0.953611687
Nauru,NRU,2006,12.57633671,0.972708325
Nauru,NRU,2007,18.10282404,1.044731266
Nauru,NRU,2008,15.60670301,0.834435758
Nauru,NRU,2009,8.727534152,0.729733968
Nauru,NRU,2010,8.454551816,0.648942624
Nauru,NRU,2011,7.110556956,0.555482474
Nauru,NRU,2012,6.523965614,0.445936626
Nauru,NRU,2013,4.192163552,0.458983158
Nauru,NRU,2014,2.867666324,0.458983156
Nepal,NPL,1995,1.407378795,3.906786815
Nepal,NPL,1996,1.42214041,3.99640959
Nepal,NPL,1997,1.471027063,4.027981687
Nepal,NPL,1998,2.554396091,4.055723979
Nepal,NPL,1999,1.763231864,4.109393206
Nepal,NPL,2000,1.352123349,4.076138571
Nepal,NPL,2001,1.594463302,3.766342108
Nepal,NPL,2002,1.640840974,3.960277286
Nepal,NPL,2003,1.527687611,3.956633239
Nepal,NPL,2004,1.590326576,4.232638354
Nepal,NPL,2005,1.585328429,4.138725181
Nepal,NPL,2006,2.044874971,3.651874989
Nepal,NPL,2007,2.283125083,3.557988367
Nepal,NPL,2008,2.725698705,3.710256015
Nepal,NPL,2009,2.824395263,3.583426427
Nepal,NPL,2010,2.867317073,3.563988967
Nepal,NPL,2011,3.24209748,3.487055
Nepal,NPL,2012,2.466854595,3.425783305
Nepal,NPL,2013,2.219902562,3.466365538
Nepal,NPL,2014,2.337819114,3.459406886
Netherlands,NLD,1995,5.2868541,2.15488804
Netherlands,NLD,1996,4.948234218,2.528908592
Netherlands,NLD,1997,5.071556448,2.406676164
Netherlands,NLD,1998,4.849467046,2.710620264
Netherlands,NLD,1999,4.722084285,2.808084121
Netherlands,NLD,2000,4.682621338,2.740698252
Netherlands,NLD,2001,4.89473375,2.89849296
Netherlands,NLD,2002,5.211920703,3.132652917
Netherlands,NLD,2003,5.627419176,2.829756404
Netherlands,NLD,2004,5.591158703,2.930028117
Netherlands,NLD,2005,6.668937025,2.928782105
Netherlands,NLD,2006,7.974464533,1.382572927
Netherlands,NLD,2007,7.980489499,1.376684441
Netherlands,NLD,2008,8.209741428,1.361519122
Netherlands,NLD,2009,8.901516849,1.388758601
Netherlands,NLD,2010,9.081296075,1.394426045
Netherlands,NLD,2011,9.085857928,1.441308062
Netherlands,NLD,2012,9.528421586,1.483925864
Netherlands,NLD,2013,9.617134752,1.427731348
Netherlands,NLD,2014,9.481132729,1.416160321
New Zealand,NZL,1995,5.362051931,1.586420039
New Zealand,NZL,1996,5.283706171,1.606802949
New Zealand,NZL,1997,5.486240926,1.611793166
New Zealand,NZL,1998,5.787903257,1.725231393
New Zealand,NZL,1999,5.731562231,1.665736929
New Zealand,NZL,2000,5.827839126,1.642208964
New Zealand,NZL,2001,5.791984927,1.786930293
New Zealand,NZL,2002,6.146520495,1.743986717
New Zealand,NZL,2003,6.041511196,1.670556294
New Zealand,NZL,2004,6.281577113,1.606637429
New Zealand,NZL,2005,6.572475187,1.676339642
New Zealand,NZL,2006,6.922995765,1.723280281
New Zealand,NZL,2007,6.883399708,1.470777621
New Zealand,NZL,2008,8.906984606,1.791474694
New Zealand,NZL,2009,9.323010285,1.882737555
New Zealand,NZL,2010,9.305461873,1.892507978
New Zealand,NZL,2011,9.342877083,1.898595887
New Zealand,NZL,2012,9.547666613,1.982671525
New Zealand,NZL,2013,9.226556936,1.946953754
New Zealand,NZL,2014,9.082656345,1.946953755
Nicaragua,NIC,1995,4.175094277,2.307736293
Nicaragua,NIC,1996,3.794617546,2.614131014
Nicaragua,NIC,1997,2.577101237,2.692105193
Nicaragua,NIC,1998,2.772020641,2.854587999
Nicaragua,NIC,1999,2.433647188,2.881455012
Nicaragua,NIC,2000,2.881102037,2.508331593
Nicaragua,NIC,2001,2.835950124,2.423168816
Nicaragua,NIC,2002,2.995229948,2.719321692
Nicaragua,NIC,2003,3.46223108,2.6539252
Nicaragua,NIC,2004,3.389498166,2.736467634
Nicaragua,NIC,2005,3.45056744,2.66088581
Nicaragua,NIC,2006,3.473051685,2.858803525
Nicaragua,NIC,2007,3.792404173,3.121501857
Nicaragua,NIC,2008,3.830040753,3.152813777
Nicaragua,NIC,2009,4.286697443,2.531107677
Nicaragua,NIC,2010,4.288147231,2.290388119
Nicaragua,NIC,2011,4.081974306,2.311967974
Nicaragua,NIC,2012,4.260162572,3.781543848
Nicaragua,NIC,2013,4.420152655,4.008789915
Nicaragua,NIC,2014,5.095797672,3.944341738
Niger,NER,1995,1.46894782,5.18132762
Niger,NER,1996,1.28448572,5.01535806
Niger,NER,1997,1.684795603,5.041994207
Niger,NER,1998,1.694595142,5.097252708
Niger,NER,1999,1.698802813,5.119521587
Niger,NER,2000,1.522465482,4.482897808
Niger,NER,2001,1.8667212,5.14278255
Niger,NER,2002,1.909258365,4.641159395
Niger,NER,2003,1.680450313,4.552119037
Niger,NER,2004,1.845863957,4.764125003
Niger,NER,2005,2.978654315,4.170983325
Niger,NER,2006,3.175497048,4.218931762
Niger,NER,2007,2.662864682,4.276554108
Niger,NER,2008,2.695876794,4.061992076
Niger,NER,2009,2.650386504,4.327929366
Niger,NER,2010,2.162436939,4.199175231
Niger,NER,2011,2.453245216,4.207075124
Niger,NER,2012,2.211834697,3.897471763
Niger,NER,2013,2.455677176,2.634105424
Niger,NER,2014,3.214493821,2.606805399
Nigeria,NGA,1995,0.658145013,2.111634267
Nigeria,NGA,1996,0.600480921,2.315547289
Nigeria,NGA,1997,0.717612288,2.198380182
Nigeria,NGA,1998,0.906626186,2.561714504
Nigeria,NGA,1999,0.983666146,2.393747064
Nigeria,NGA,2000,0.949286025,1.887750505
Nigeria,NGA,2001,1.017707351,2.228523329
Nigeria,NGA,2002,0.622004345,1.809661685
Nigeria,NGA,2003,0.906661784,3.140272766
Nigeria,NGA,2004,1.414760439,2.912745181
Nigeria,NGA,2005,1.19778681,2.90851064
Nigeria,NGA,2006,1.204600858,2.452259402
Nigeria,NGA,2007,1.472728808,3.000597892
Nigeria,NGA,2008,1.470059403,2.528016827
Nigeria,NGA,2009,1.324670016,2.910330804
Nigeria,NGA,2010,0.908580697,2.561945033
Nigeria,NGA,2011,1.151611248,2.535399372
Nigeria,NGA,2012,1.033169532,2.265914668
Nigeria,NGA,2013,0.882627256,2.821298504
Nigeria,NGA,2014,0.922535127,2.746263313
Norway,NOR,1995,6.499858794,1.216769596
Norway,NOR,1996,6.45280883,1.21356991
Norway,NOR,1997,6.697116683,1.539264924
Norway,NOR,1998,7.454887071,1.61546847
Norway,NOR,1999,7.547604056,1.594689425
Norway,NOR,2000,6.82382819,1.448650627
Norway,NOR,2001,7.22396035,1.42159103
Norway,NOR,2002,8.027209665,1.588982305
Norway,NOR,2003,8.247464055,1.605136535
Norway,NOR,2004,7.888860771,1.552261219
Norway,NOR,2005,7.430282026,1.463743034
Norway,NOR,2006,7.062887755,1.367662885
Norway,NOR,2007,7.219227008,1.365187132
Norway,NOR,2008,7.091172877,1.306604026
Norway,NOR,2009,8.021737678,1.459234851
Norway,NOR,2010,7.839228687,1.411881985
Norway,NOR,2011,7.717230789,1.418280191
Norway,NOR,2012,7.773855998,1.382972122
Norway,NOR,2013,8.005414287,1.386458553
Norway,NOR,2014,8.3096182,1.41009935
Oman,OMN,1995,3.060043613,0.586384777
Oman,OMN,1996,2.984456681,0.572828499
Oman,OMN,1997,2.782569753,0.572815827
Oman,OMN,1998,3.018517701,0.682606589
Oman,OMN,1999,2.893746359,0.649845121
Oman,OMN,2000,2.51203413,0.56072522
Oman,OMN,2001,2.528963608,0.554067142
Oman,OMN,2002,2.654750721,0.525734669
Oman,OMN,2003,2.629465786,0.543420074
Oman,OMN,2004,2.437561733,0.538195217
Oman,OMN,2005,2.130347883,0.456787347
Oman,OMN,2006,1.864597758,0.446248812
Oman,OMN,2007,1.968289323,0.457501357
Oman,OMN,2008,1.586300815,0.425913705
Oman,OMN,2009,2.300737327,0.529301133
Oman,OMN,2010,2.269729033,0.474354207
Oman,OMN,2011,2.039566518,0.453090702
Oman,OMN,2012,2.079956768,0.443307232
Oman,OMN,2013,2.408573813,0.352265207
Oman,OMN,2014,3.190228575,0.363711115
Pakistan,PAK,1995,0.655509247,1.848120473
Pakistan,PAK,1996,0.715343931,1.859596429
Pakistan,PAK,1997,0.655566968,1.909501642
Pakistan,PAK,1998,0.5714069,2.17817061
Pakistan,PAK,1999,0.55473074,2.27738079
Pakistan,PAK,2000,0.608602423,2.178899447
Pakistan,PAK,2001,0.551524181,2.056473289
Pakistan,PAK,2002,0.80938608,1.95379164
Pakistan,PAK,2003,0.648320921,1.960455439
Pakistan,PAK,2004,0.677300991,1.880622229
Pakistan,PAK,2005,0.685918284,2.227665536
Pakistan,PAK,2006,0.788774804,2.612911626
Pakistan,PAK,2007,0.798832241,2.554707439
Pakistan,PAK,2008,0.839235884,2.419848816
Pakistan,PAK,2009,0.802903527,2.136240603
Pakistan,PAK,2010,0.954234466,2.061862394
Pakistan,PAK,2011,0.919768299,2.086601541
Pakistan,PAK,2012,1.018463019,1.741264261
Pakistan,PAK,2013,0.994330811,1.709593159
Pakistan,PAK,2014,0.918811474,1.695104836
Palau,PLW,1995,8.650190111,3.004812779
Palau,PLW,1996,8.769106997,2.925190393
Palau,PLW,1997,8.390541575,2.924805715
Palau,PLW,1998,7.07424594,2.87420491
Palau,PLW,1999,7.624323455,3.658176735
Palau,PLW,2000,6.370625003,3.127235257
Palau,PLW,2001,6.185119046,2.437670084
Palau,PLW,2002,5.948520709,2.465448271
Palau,PLW,2003,6.094252874,2.383044706
Palau,PLW,2004,6.490673575,2.313642765
Palau,PLW,2005,5.895631066,2.319073924
Palau,PLW,2006,6.342105263,2.372353477
Palau,PLW,2007,6.559764148,2.449292452
Palau,PLW,2008,6.540845072,2.533209528
Palau,PLW,2009,6.614646468,2.911789952
Palau,PLW,2010,7.641116751,3.001326149
Palau,PLW,2011,6.548387094,2.746459856
Palau,PLW,2012,6.739224139,2.620762591
Palau,PLW,2013,6.599186992,2.667886428
Palau,PLW,2014,6.531970262,2.489563168
Panama,PAN,1995,5.246581756,2.474039034
Panama,PAN,1996,4.628785357,2.554145523
Panama,PAN,1997,4.875049583,2.245140817
Panama,PAN,1998,4.727189573,2.359021267
Panama,PAN,1999,4.543351694,2.311391986
Panama,PAN,2000,5.284626305,2.479239275
Panama,PAN,2001,5.179758628,2.541604912
Panama,PAN,2002,5.544147842,2.485251458
Panama,PAN,2003,5.046701513,2.557758327
Panama,PAN,2004,5.688574188,2.397861672
Panama,PAN,2005,5.205403273,2.273564957
Panama,PAN,2006,4.720779602,2.275777558
Panama,PAN,2007,4.048878178,2.257751432
Panama,PAN,2008,4.666452338,2.083660022
Panama,PAN,2009,5.63276516,1.92749809
Panama,PAN,2010,5.650021846,2.397143274
Panama,PAN,2011,5.08973241,2.41168425
Panama,PAN,2012,4.971519802,2.273673338
Panama,PAN,2013,5.804010025,2.281868195
Panama,PAN,2014,5.878366088,2.147357512
Papua New Guinea,PNG,1995,2.449537747,0.482649743
Papua New Guinea,PNG,1996,2.585706214,0.510325586
Papua New Guinea,PNG,1997,2.979204001,0.662360409
Papua New Guinea,PNG,1998,3.16658124,0.64236289
Papua New Guinea,PNG,1999,3.373244226,0.720321704
Papua New Guinea,PNG,2000,3.256162697,0.727506163
Papua New Guinea,PNG,2001,5.895055793,0.780756997
Papua New Guinea,PNG,2002,6.716728433,0.972645387
Papua New Guinea,PNG,2003,6.024920708,0.767389742
Papua New Guinea,PNG,2004,7.601456273,0.791030417
Papua New Guinea,PNG,2005,5.47058434,0.94533384
Papua New Guinea,PNG,2006,5.05912292,0.85990499
Papua New Guinea,PNG,2007,3.123843205,0.913395015
Papua New Guinea,PNG,2008,3.075413178,0.980620972
Papua New Guinea,PNG,2009,3.220881286,1.136749604
Papua New Guinea,PNG,2010,3.183410923,0.992354407
Papua New Guinea,PNG,2011,4.041347222,0.901611858
Papua New Guinea,PNG,2012,3.653279542,0.896755568
Papua New Guinea,PNG,2013,3.906003811,0.872538989
Papua New Guinea,PNG,2014,3.46554272,0.7980281
Paraguay,PRY,1995,2.130023674,3.792931026
Paraguay,PRY,1996,2.395655422,3.541572978
Paraguay,PRY,1997,2.428081297,3.763156123
Paraguay,PRY,1998,2.821045288,3.464306462
Paraguay,PRY,1999,3.030939089,3.763516071
Paraguay,PRY,2000,3.230628149,4.869428511
Paraguay,PRY,2001,2.654111955,4.960032805
Paraguay,PRY,2002,2.16010372,4.61132184
Paraguay,PRY,2003,1.94949197,4.03597737
Paraguay,PRY,2004,2.031570671,3.745422799
Paraguay,PRY,2005,2.355197356,3.718798114
Paraguay,PRY,2006,2.610014991,3.817305629
Paraguay,PRY,2007,2.692186568,3.719319332
Paraguay,PRY,2008,2.713075726,4.350864864
Paraguay,PRY,2009,3.498680631,5.641241309
Paraguay,PRY,2010,3.360902763,5.740798197
Paraguay,PRY,2011,3.765919165,5.657637035
Paraguay,PRY,2012,4.598601243,5.735473247
Paraguay,PRY,2013,4.781259119,5.712860671
Paraguay,PRY,2014,4.502240378,5.312180932
Peru,PER,1995,2.400053553,2.063122957
Peru,PER,1996,2.439421903,2.065237417
Peru,PER,1997,2.266327886,2.117048804
Peru,PER,1998,2.571913148,1.986322722
Peru,PER,1999,2.829916303,2.123707387
Peru,PER,2000,2.720831514,2.106925486
Peru,PER,2001,2.83143959,2.15337374
Peru,PER,2002,2.825705616,2.113005444
Peru,PER,2003,2.690862148,1.907980652
Peru,PER,2004,2.543761347,2.018164033
Peru,PER,2005,2.69389613,2.02410591
Peru,PER,2006,2.392145848,2.076050232
Peru,PER,2007,2.414623092,2.184827238
Peru,PER,2008,2.452033774,2.277914836
Peru,PER,2009,2.983444427,2.378103023
Peru,PER,2010,2.794287232,2.237391148
Peru,PER,2011,2.624140306,2.303000174
Peru,PER,2012,2.846647646,2.329269894
Peru,PER,2013,3.045103668,2.186716412
Peru,PER,2014,3.31875118,2.1542835
Philippines,PHL,1995,1.363656828,2.085634822
Philippines,PHL,1996,1.451424131,2.090454839
Philippines,PHL,1997,1.558107718,2.061168862
Philippines,PHL,1998,1.373206902,1.825634968
Philippines,PHL,1999,1.428355789,1.802859721
Philippines,PHL,2000,1.526761368,1.682416132
Philippines,PHL,2001,1.324443076,1.673955724
Philippines,PHL,2002,1.116642339,1.674519351
Philippines,PHL,2003,1.306200566,1.940931394
Philippines,PHL,2004,1.303131439,1.925017151
Philippines,PHL,2005,1.501648587,2.412205613
Philippines,PHL,2006,1.452187111,2.499458829
Philippines,PHL,2007,1.367826516,2.572515404
Philippines,PHL,2008,1.332745624,2.714729546
Philippines,PHL,2009,1.54867658,2.86176071
Philippines,PHL,2010,1.57369151,2.80028123
Philippines,PHL,2011,1.306362975,2.983563375
Philippines,PHL,2012,1.386256358,3.071898082
Philippines,PHL,2013,1.449217044,3.108569276
Philippines,PHL,2014,1.614685219,3.095299981
Poland,POL,1995,3.905037381,1.452348969
Poland,POL,1996,4.224738069,1.531925551
Poland,POL,1997,3.983748404,1.552525416
Poland,POL,1998,3.828606974,2.026996926
Poland,POL,1999,4.032901276,1.636879964
Poland,POL,2000,3.852713136,1.648791484
Poland,POL,2001,4.210391357,1.645565563
Poland,POL,2002,4.497808461,1.822945979
Poland,POL,2003,4.349887106,1.869540032
Poland,POL,2004,4.242001236,1.940209596
Poland,POL,2005,4.298902044,1.898510843
Poland,POL,2006,4.313210083,1.849926164
Poland,POL,2007,4.420360171,1.856070033
Poland,POL,2008,4.935315917,1.936303296
Poland,POL,2009,5.097181114,2.006649264
Poland,POL,2010,4.902807428,1.945589112
Poland,POL,2011,4.710355764,1.960151592
Poland,POL,2012,4.577515541,2.006712494
Poland,POL,2013,4.534424797,1.869836103
Poland,POL,2014,4.507639603,1.842606767
Portugal,PRT,1995,4.645839437,2.772995136
Portugal,PRT,1996,5.024970483,2.675106039
Portugal,PRT,1997,5.049986861,2.637829009
Portugal,PRT,1998,5.117457254,2.507514462
Portugal,PRT,1999,5.317930913,2.552675043
Portugal,PRT,2000,6.193279482,2.948099228
Portugal,PRT,2001,6.233144248,2.870059452
Portugal,PRT,2002,6.462405193,2.692252897
Portugal,PRT,2003,6.564295702,2.976723868
Portugal,PRT,2004,6.893400083,2.944296707
Portugal,PRT,2005,6.989928936,2.986543554
Portugal,PRT,2006,6.5834602,3.08919408
Portugal,PRT,2007,6.506712635,3.112824185
Portugal,PRT,2008,6.674037277,3.224651513
Portugal,PRT,2009,7.160521451,3.257927409
Portugal,PRT,2010,7.171492441,3.265235109
Portugal,PRT,2011,6.70065608,3.36798519
Portugal,PRT,2012,6.238911387,3.504698393
Portugal,PRT,2013,6.232155438,3.321184802
Portugal,PRT,2014,6.158189113,3.342886527
Qatar,QAT,1995,2.320410504,1.384106406
Qatar,QAT,1996,2.494258485,1.197840855
Qatar,QAT,1997,2.14754465,0.99698473
Qatar,QAT,1998,2.26219926,1.13849451
Qatar,QAT,1999,1.951624173,0.953204317
Qatar,QAT,2000,1.574730065,0.603285585
Qatar,QAT,2001,1.921992478,0.634484962
Qatar,QAT,2002,2.035923049,0.675891581
Qatar,QAT,2003,3.488087043,0.654075177
Qatar,QAT,2004,3.036904014,0.570487056
Qatar,QAT,2005,2.535151656,0.478155034
Qatar,QAT,2006,2.172082184,0.411330676
Qatar,QAT,2007,1.943321168,0.369495782
Qatar,QAT,2008,1.574182634,0.300517716
Qatar,QAT,2009,2.065527913,0.568280017
Qatar,QAT,2010,1.620830863,0.471845777
Qatar,QAT,2011,1.505931408,0.420651232
Qatar,QAT,2012,1.831477673,0.324611847
Qatar,QAT,2013,1.85480107,0.29112666
Qatar,QAT,2014,1.87539141,0.31167095
Romania,ROU,1995,2.397777108,0.818816462
Romania,ROU,1996,2.353719196,0.860949794
Romania,ROU,1997,3.308796341,0.859712759
Romania,ROU,1998,2.835291306,0.915956524
Romania,ROU,1999,3.344160172,0.853792378
Romania,ROU,2000,3.513699731,0.813713349
Romania,ROU,2001,3.534191634,0.822679716
Romania,ROU,2002,3.75783267,0.81449415
Romania,ROU,2003,4.493384266,0.805238047
Romania,ROU,2004,4.0521396,1.353982913
Romania,ROU,2005,4.398723805,1.047406991
Romania,ROU,2006,4.030785785,1.020073815
Romania,ROU,2007,4.278891084,0.923449384
Romania,ROU,2008,4.374197997,0.958430264
Romania,ROU,2009,4.391968392,1.165863699
Romania,ROU,2010,4.68660531,1.141639963
Romania,ROU,2011,4.37807867,1.14810337
Romania,ROU,2012,4.397386285,1.080946165
Romania,ROU,2013,4.520294731,1.075293039
Romania,ROU,2014,4.47447755,1.09053158
Russia,RUS,1995,3.962243165,1.400507035
Russia,RUS,1996,3.965473804,1.585445356
Russia,RUS,1997,5.026415056,2.074039074
Russia,RUS,1998,4.308860664,2.311134456
Russia,RUS,1999,3.585441199,2.210309651
Russia,RUS,2000,3.246824356,2.175043804
Russia,RUS,2001,3.328637239,2.345811531
Russia,RUS,2002,3.530756868,2.458589862
Russia,RUS,2003,3.298708379,2.309928681
Russia,RUS,2004,3.090936853,2.096645367
Russia,RUS,2005,3.230478762,1.981508388
Russia,RUS,2006,3.35436078,1.95042575
Russia,RUS,2007,3.452891195,1.927062185
Russia,RUS,2008,3.520137222,2.704460388
Russia,RUS,2009,4.159022037,3.284228833
Russia,RUS,2010,3.696945486,3.133965544
Russia,RUS,2011,3.58245544,3.02935115
Russia,RUS,2012,3.795838898,3.083719242
Russia,RUS,2013,3.707301449,3.384557961
Russia,RUS,2014,3.690922808,3.379485442
Rwanda,RWA,1995,1.639887766,2.627491234
Rwanda,RWA,1996,1.875693261,2.559318349
Rwanda,RWA,1997,1.853404827,2.563804663
Rwanda,RWA,1998,2.558416099,2.519747891
Rwanda,RWA,1999,2.083504954,2.489407796
Rwanda,RWA,2000,1.65315324,2.56752215
Rwanda,RWA,2001,2.138891489,2.241125031
Rwanda,RWA,2002,2.182617409,1.993173741
Rwanda,RWA,2003,3.345043303,2.997110037
Rwanda,RWA,2004,2.875959967,3.368695023
Rwanda,RWA,2005,3.199494892,3.634293778
Rwanda,RWA,2006,4.98059157,5.03590631
Rwanda,RWA,2007,3.780193618,4.710486922
Rwanda,RWA,2008,2.830118949,4.830545161
Rwanda,RWA,2009,2.402053946,4.799851114
Rwanda,RWA,2010,2.928013553,4.981866787
Rwanda,RWA,2011,2.810805898,4.899334952
Rwanda,RWA,2012,2.835877205,4.841741175
Rwanda,RWA,2013,2.925177449,4.763187851
Rwanda,RWA,2014,2.86940115,4.66214996
Saint Kitts and Nevis,KNA,1995,3.210272875,2.644061765
Saint Kitts and Nevis,KNA,1996,3.167420812,2.893629108
Saint Kitts and Nevis,KNA,1997,2.96495957,2.68414232
Saint Kitts and Nevis,KNA,1998,3.032258064,2.560801806
Saint Kitts and Nevis,KNA,1999,3.038774765,2.936785825
Saint Kitts and Nevis,KNA,2000,2.572590516,2.743065454
Saint Kitts and Nevis,KNA,2001,2.262442891,2.709658439
Saint Kitts and Nevis,KNA,2002,2.091861802,2.759722888
Saint Kitts and Nevis,KNA,2003,2.087233898,2.861176722
Saint Kitts and Nevis,KNA,2004,1.870509317,2.858627273
Saint Kitts and Nevis,KNA,2005,1.922186693,2.878586457
Saint Kitts and Nevis,KNA,2006,2.336683006,3.122332654
Saint Kitts and Nevis,KNA,2007,2.154610635,3.137209975
Saint Kitts and Nevis,KNA,2008,2.030668845,3.883235945
Saint Kitts and Nevis,KNA,2009,2.193108956,2.808976874
Saint Kitts and Nevis,KNA,2010,2.532022242,2.967958988
Saint Kitts and Nevis,KNA,2011,2.26067011,3.62045624
Saint Kitts and Nevis,KNA,2012,2.375174636,3.412045884
Saint Kitts and Nevis,KNA,2013,2.183728661,3.952023369
Saint Kitts and Nevis,KNA,2014,2.144605023,2.935760297
Saint Lucia,LCA,1995,3.044466017,3.042398663
Saint Lucia,LCA,1996,3.540413289,3.525108901
Saint Lucia,LCA,1997,3.011746972,3.384034778
Saint Lucia,LCA,1998,3.089960916,2.049689704
Saint Lucia,LCA,1999,3.086048016,2.450194734
Saint Lucia,LCA,2000,2.875094707,2.653133513
Saint Lucia,LCA,2001,3.243444376,2.854869074
Saint Lucia,LCA,2002,3.267744662,3.057932498
Saint Lucia,LCA,2003,2.943800165,3.159636255
Saint Lucia,LCA,2004,2.948052471,3.251392819
Saint Lucia,LCA,2005,2.895099663,3.351426217
Saint Lucia,LCA,2006,3.114880979,3.257786241
Saint Lucia,LCA,2007,2.979865278,3.833332122
Saint Lucia,LCA,2008,3.573426446,3.861141084
Saint Lucia,LCA,2009,4.401846474,3.717235356
Saint Lucia,LCA,2010,4.034045185,4.062074095
Saint Lucia,LCA,2011,3.262981082,4.321225088
Saint Lucia,LCA,2012,4.207408698,4.140319852
Saint Lucia,LCA,2013,3.535976399,4.318436231
Saint Lucia,LCA,2014,3.599295246,3.119746204
Saint Vincent and the Grenadines,VCT,1995,3.78040306,2.94271688
Saint Vincent and the Grenadines,VCT,1996,3.762662806,2.967683694
Saint Vincent and the Grenadines,VCT,1997,3.905015857,3.572958513
Saint Vincent and the Grenadines,VCT,1998,3.379166091,3.425928729
Saint Vincent and the Grenadines,VCT,1999,3.459666979,3.008347841
