Entity,Year,Code,Male (males suffering from depression),Female (females suffering from depression),Male Population,Female Population,Percentage of Male Suffering from Depression,Percentage of Female Suffering from Depression
Austria,2001,AUT,99217.24576,211665.8806,3932288,4165467,2.52%,5.08%
Austria,2002,AUT,99636.64597,211707.5374,3951400,4183003,2.52%,5.06%
Austria,2003,AUT,100158.3724,211591.5157,3972392,4203463,2.52%,5.03%
Austria,2004,AUT,100369.4077,211768.587,3993099,4223711,2.51%,5.01%
Austria,2005,AUT,101122.1239,212147.5854,4012059,4241597,2.52%,5.00%
Austria,2006,AUT,101829.3255,212774.1573,4028559,4256175,2.53%,5.00%
Austria,2007,AUT,102241.3428,212910.4555,4043414,4268374,2.53%,4.99%
Austria,2008,AUT,102636.0546,213420.8846,4058468,4279991,2.53%,4.99%
Austria,2009,AUT,103068.1712,213684.9619,4076316,4293718,2.53%,4.98%
Austria,2010,AUT,103124.0417,213529.6488,4098642,4311303,2.52%,4.95%
Austria,2011,AUT,103693.3807,214295.6045,4126325,4333534,2.51%,4.95%
Austria,2012,AUT,103957.1644,215294.1296,4158248,4359309,2.50%,4.94%
Austria,2013,AUT,105016.8361,216258.0826,4191652,4386135,2.51%,4.93%
Austria,2014,AUT,105977.7331,217376.8787,4222695,4410524,2.51%,4.93%
Austria,2015,AUT,107160.1027,219294.23,4248652,4430011,2.52%,4.95%
Austria,2016,AUT,108291.3041,221148.1746,4268477,4443657,2.54%,4.98%
Azerbaijan,1990,AZE,58522.49197,105255.8909,3541448,3701320,1.65%,2.84%
Azerbaijan,1991,AZE,59323.49008,105787.486,3596314,3761638,1.65%,2.81%
Azerbaijan,1992,AZE,59998.05335,106579.6833,3650922,3821006,1.64%,2.79%
Azerbaijan,1993,AZE,61163.34834,107774.8235,3703783,3877978,1.65%,2.78%
Azerbaijan,1994,AZE,62049.26112,109092.8849,3752984,3930723,1.65%,2.78%
Azerbaijan,1995,AZE,62961.04751,110586.1725,3797331,3978089,1.66%,2.78%
Azerbaijan,1996,AZE,64297.59103,112450.4528,3836088,4019471,1.68%,2.80%
Azerbaijan,1997,AZE,65555.25402,114161.8347,3870140,4055527,1.69%,2.81%
Azerbaijan,1998,AZE,67004.80246,116447.3422,3901927,4087976,1.72%,2.85%
Azerbaijan,1999,AZE,68182.34224,118361.9804,3934864,4119261,1.73%,2.87%
Azerbaijan,2000,AZE,69905.74957,121068.2732,3971455,4151288,1.76%,2.92%
Azerbaijan,2001,AZE,71734.21006,123874.592,4012629,4184650,1.79%,2.96%
Azerbaijan,2002,AZE,73872.20926,126227.0986,4057820,4219196,1.82%,2.99%
Azerbaijan,2003,AZE,75699.47071,129138.4688,4106160,4255194,1.84%,3.03%
Azerbaijan,2004,AZE,78070.01904,132137.4014,4156180,4292702,1.88%,3.08%
Azerbaijan,2005,AZE,80321.67725,135031.8665,4206809,4331801,1.91%,3.12%
Azerbaijan,2006,AZE,82295.32056,137277.5962,4257657,4372540,1.93%,3.14%
Azerbaijan,2007,AZE,84071.50538,139458.2176,4309148,4415148,1.95%,3.16%
Azerbaijan,2008,AZE,86083.16831,141708.6285,4361968,4459945,1.97%,3.18%
Azerbaijan,2009,AZE,87905.75688,144088.5914,4417096,4507316,1.99%,3.20%
Azerbaijan,2010,AZE,89697.2206,146240.5183,4475090,4557375,2.00%,3.21%
Azerbaijan,2011,AZE,91955.60026,149851.3155,4536119,4610270,2.03%,3.25%
Azerbaijan,2012,AZE,93749.99601,153905.2069,4599420,4665498,2.04%,3.30%
Azerbaijan,2013,AZE,95776.6085,157851.461,4663462,4721829,2.05%,3.34%
Azerbaijan,2014,AZE,97671.61633,161545.8904,4726183,4777591,2.07%,3.38%
Azerbaijan,2015,AZE,99577.96907,165822.5033,4786005,4831489,2.08%,3.43%
Azerbaijan,2016,AZE,100288.4539,168006.4255,4842333,4883045,2.07%,3.44%
Bahamas,1990,BHS,2549.79087,4311.742615,127162,129173,2.01%,3.34%
Bahamas,1991,BHS,2605.459634,4419.267636,129506,131617,2.01%,3.36%
Bahamas,1992,BHS,2665.523041,4499.149682,131949,134183,2.02%,3.35%
Bahamas,1993,BHS,2718.690352,4604.799364,134364,136799,2.02%,3.37%
Bahamas,1994,BHS,2774.391603,4706.080988,136561,139346,2.03%,3.38%
Bahamas,1995,BHS,2825.185448,4814.27621,138411,141749,2.04%,3.40%
Bahamas,1996,BHS,2866.651503,4899.280021,139829,143960,2.05%,3.40%
Bahamas,1997,BHS,2908.705581,5011.342555,140937,146038,2.06%,3.43%
Bahamas,1998,BHS,2947.990914,5116.341117,141958,148094,2.08%,3.45%
Bahamas,1999,BHS,3004.411197,5241.19395,143264,150314,2.10%,3.49%
Bahamas,2000,BHS,3068.687775,5381.900639,145096,152791,2.11%,3.52%
Bahamas,2001,BHS,3161.629993,5546.705679,147542,155592,2.14%,3.56%
Bahamas,2002,BHS,3252.468489,5723.474273,150514,158645,2.16%,3.61%
Bahamas,2003,BHS,3358.296574,5894.420476,153846,161888,2.18%,3.64%
Bahamas,2004,BHS,3458.662146,6083.057489,157311,165214,2.20%,3.68%
Bahamas,2005,BHS,3569.721051,6291.952441,160706,168529,2.22%,3.73%
Bahamas,2006,BHS,3654.291984,6447.410347,164007,171830,2.23%,3.75%
Bahamas,2007,BHS,3733.134964,6599.579528,167225,175091,2.23%,3.77%
Bahamas,2008,BHS,3831.850223,6770.315835,170376,178305,2.25%,3.80%
Bahamas,2009,BHS,3917.071812,6940.549937,173428,181428,2.26%,3.83%
Bahamas,2010,BHS,4027.391832,7128.522702,176387,184441,2.28%,3.86%
Bahamas,2011,BHS,4113.357105,7281.454034,179245,187323,2.29%,3.89%
Bahamas,2012,BHS,4209.229475,7438.827836,181974,190064,2.31%,3.91%
Bahamas,2013,BHS,4299.421825,7620.446245,184561,192667,2.33%,3.96%
Bahamas,2014,BHS,4401.540627,7761.488214,187025,195147,2.35%,3.98%
Bahamas,2015,BHS,4486.806253,7907.726984,189349,197489,2.37%,4.00%
Bahamas,2016,BHS,4570.724708,8053.201963,191536,199696,2.39%,4.03%
Bahrain,1990,BHR,10656.5022,8904.940812,286169,209760,3.72%,4.25%
Bahrain,1991,BHR,11028.88706,9194.900658,294454,215313,3.75%,4.27%
Bahrain,1992,BHR,11412.45906,9520.514425,302322,220764,3.77%,4.31%
Bahrain,1993,BHR,11835.03716,9898.106366,309883,226332,3.82%,4.37%
Bahrain,1994,BHR,12305.43375,10331.69255,317318,232275,3.88%,4.45%
Bahrain,1995,BHR,12758.58073,10802.52581,324897,238802,3.93%,4.52%
Bahrain,1996,BHR,13066.33747,11179.09515,332610,246052,3.93%,4.54%
Bahrain,1997,BHR,13394.06522,11628.46729,340858,254072,3.93%,4.58%
Bahrain,1998,BHR,13762.45999,12077.31954,350777,262923,3.92%,4.59%
Bahrain,1999,BHR,14244.01156,12524.57456,363870,272674,3.91%,4.59%
Bahrain,2000,BHR,14811.97992,12948.72984,381224,283386,3.89%,4.57%
Bahrain,2001,BHR,15616.14568,13431.20202,402692,294860,3.88%,4.56%
Bahrain,2002,BHR,16536.82195,13843.62559,428001,307146,3.86%,4.51%
Bahrain,2003,BHR,17601.00546,14303.06664,457881,320830,3.84%,4.46%
Bahrain,2004,BHR,18984.92063,14940.20811,493193,336655,3.85%,4.44%
Bahrain,2005,BHR,20680.15329,15721.49657,534143,355018,3.87%,4.43%
Bahrain,2006,BHR,22877.48823,16996.5284,582042,376374,3.93%,4.52%
Bahrain,2007,BHR,25388.62427,18459.73207,635711,400185,3.99%,4.61%
Bahrain,2008,BHR,27999.11178,20000.54024,689914,424676,4.06%,4.71%
Bahrain,2009,BHR,30293.71007,21377.94303,737593,447441,4.11%,4.78%
Bahrain,2010,BHR,32129.92584,22613.61413,774053,466813,4.15%,4.84%
Bahrain,2011,BHR,32934.41314,23217.28482,796305,481962,4.14%,4.82%
Bahrain,2012,BHR,33274.45701,23632.67744,806676,493538,4.12%,4.79%
Bahrain,2013,BHR,33322.28555,23809.32853,812284,503133,4.10%,4.73%
Bahrain,2014,BHR,33196.70095,23963.1425,823302,513088,4.03%,4.67%
Bahrain,2015,BHR,33357.0989,24151.28781,846759,525099,3.94%,4.60%
Bahrain,2016,BHR,33681.01177,24620.82428,885455,539718,3.80%,4.56%
Bangladesh,1990,BGD,1414019.749,2052911.46,54270963,51917683,2.61%,3.95%
Bangladesh,1991,BGD,1446484.384,2110461.514,55556375,53171070,2.60%,3.97%
Bangladesh,1992,BGD,1477487.066,2174526.768,56818047,54403880,2.60%,4.00%
Bangladesh,1993,BGD,1511660.338,2235491.619,58068798,55626343,2.60%,4.02%
Bangladesh,1994,BGD,1554980.254,2303522.601,59327824,56854444,2.62%,4.05%
Bangladesh,1995,BGD,1590444.76,2373021.761,60607851,58099021,2.62%,4.08%
Bangladesh,1996,BGD,1638351.781,2458917.194,61908996,59360649,2.65%,4.14%
Bangladesh,1997,BGD,1686094.282,2546221.265,63222333,60632300,2.67%,4.20%
Bangladesh,1998,BGD,1734024.01,2639775.403,64540090,61907874,2.69%,4.26%
Bangladesh,1999,BGD,1788609.148,2739052.918,65851131,63178565,2.72%,4.34%
Bangladesh,2000,BGD,1844085.473,2843758.256,67144696,64436552,2.75%,4.41%
Bangladesh,2001,BGD,1881825.015,2915966.164,68424899,65682265,2.75%,4.44%
Bangladesh,2002,BGD,1924225.039,2986358.71,69687126,66913546,2.76%,4.46%
Bangladesh,2003,BGD,1967225.245,3066891.279,70901942,68117053,2.77%,4.50%
Bangladesh,2004,BGD,2001433.784,3141795.921,72031406,69276081,2.78%,4.54%
Bangladesh,2005,BGD,2041145.48,3223174.297,73051458,70379648,2.79%,4.58%
Bangladesh,2006,BGD,2075621.783,3295497.744,73946805,71421209,2.81%,4.61%
Bangladesh,2007,BGD,2112039.576,3360278.921,74732912,72406277,2.83%,4.64%
Bangladesh,2008,BGD,2139539.438,3433706.303,75454665,73351150,2.84%,4.68%
Bangladesh,2009,BGD,2172405.928,3503883.729,76175417,74279296,2.85%,4.72%
Bangladesh,2010,BGD,2208419.85,3584031.653,76941073,75208038,2.87%,4.77%
Bangladesh,2011,BGD,2242293.832,3629015.748,77768406,76143516,2.88%,4.77%
Bangladesh,2012,BGD,2284220.038,3684905.692,78645071,77081978,2.90%,4.78%
Bangladesh,2013,BGD,2321934.521,3736371.03,79552350,78018940,2.92%,4.79%
Bangladesh,2014,BGD,2360777.868,3787875.818,80459146,78946135,2.93%,4.80%
Bangladesh,2015,BGD,2403732.3,3840438.287,81342973,79857915,2.96%,4.81%
Bangladesh,2016,BGD,2440571.438,3895102.738,82198899,80752650,2.97%,4.82%
Barbados,1990,BRB,2990.597803,5237.587371,125317,135052,2.39%,3.88%
Barbados,1991,BRB,3018.527361,5264.350888,125824,135470,2.40%,3.89%
Barbados,1992,BRB,3047.966165,5295.470856,126266,135924,2.41%,3.90%
Barbados,1993,BRB,3067.545309,5309.865288,126679,136415,2.42%,3.89%
Barbados,1994,BRB,3096.100624,5342.6603,127080,136933,2.44%,3.90%
Barbados,1995,BRB,3121.86412,5380.399767,127494,137469,2.45%,3.91%
Barbados,1996,BRB,3151.774895,5440.062467,127921,138020,2.46%,3.94%
Barbados,1997,BRB,3190.817436,5491.071111,128360,138581,2.49%,3.96%
Barbados,1998,BRB,3220.241781,5539.202666,128811,139146,2.50%,3.98%
Barbados,1999,BRB,3248.486465,5583.004584,129230,139685,2.51%,4.00%
Barbados,2000,BRB,3280.344756,5638.416653,129632,140204,2.53%,4.02%
Barbados,2001,BRB,3302.667341,5690.913285,130016,140669,2.54%,4.05%
Barbados,2002,BRB,3338.155095,5760.848439,130369,141107,2.56%,4.08%
Barbados,2003,BRB,3364.852444,5806.784815,130723,141535,2.57%,4.10%
Barbados,2004,BRB,3397.48165,5856.99252,131102,141989,2.59%,4.12%
Barbados,2005,BRB,3428.492949,5921.964403,131533,142479,2.61%,4.16%
Barbados,2006,BRB,3460.084779,5967.323905,132016,143023,2.62%,4.17%
Barbados,2007,BRB,3495.324081,6022.993403,132546,143608,2.64%,4.19%
Barbados,2008,BRB,3527.597076,6071.269633,133099,144223,2.65%,4.21%
Barbados,2009,BRB,3569.047958,6112.77328,133640,144829,2.67%,4.22%
Barbados,2010,BRB,3605.052063,6163.338361,134147,145421,2.69%,4.24%
Barbados,2011,BRB,3640.528465,6220.308225,134615,145983,2.70%,4.26%
Barbados,2012,BRB,3680.568439,6284.627052,135049,146539,2.73%,4.29%
Barbados,2013,BRB,3712.098454,6338.64291,135457,147056,2.74%,4.31%
Barbados,2014,BRB,3743.354639,6386.520527,135819,147552,2.76%,4.33%
Barbados,2015,BRB,3785.839896,6436.731954,136173,148035,2.78%,4.35%
Barbados,2016,BRB,3816.360026,6495.579819,136497,148496,2.80%,4.37%
Belarus,1990,BLR,159235.0549,291716.2248,4791426,5425422,3.32%,5.38%
Belarus,1991,BLR,161053.3676,292679.3275,4797008,5429486,3.36%,5.39%
Belarus,1992,BLR,163923.1138,295077.1091,4793501,5426417,3.42%,5.44%
Belarus,1993,BLR,166130.2107,297588.0406,4783181,5417321,3.47%,5.49%
Belarus,1994,BLR,168215.7139,300151.6262,4769464,5403893,3.53%,5.55%
Belarus,1995,BLR,169847.3435,302124.9307,4754820,5387488,3.57%,5.61%
Belarus,1996,BLR,171600.1633,303310.407,4740406,5368674,3.62%,5.65%
Belarus,1997,BLR,173536.2765,305176.2264,4725582,5347483,3.67%,5.71%
Belarus,1998,BLR,175787.2489,306414.2218,4708977,5324080,3.73%,5.76%
Belarus,1999,BLR,177375.6403,308893.974,4688430,5298505,3.78%,5.83%
Belarus,2000,BLR,178910.5044,310170.6345,4662623,5270991,3.84%,5.88%
Belarus,2001,BLR,178896.4429,310430.7112,4631251,5241704,3.86%,5.92%
Belarus,2002,BLR,178795.4807,311408.59,4595732,5211405,3.89%,5.98%
Belarus,2003,BLR,178552.7904,311056.0578,4558487,5181564,3.92%,6.00%
Belarus,2004,BLR,178282.3577,311625.1024,4522838,5154064,3.94%,6.05%
Belarus,2005,BLR,177604.3981,311811.7677,4491286,5130263,3.95%,6.08%
Belarus,2006,BLR,175985.2619,310798.0816,4464443,5110605,3.94%,6.08%
Belarus,2007,BLR,174343.012,310271.8661,4441975,5094888,3.92%,6.09%
Belarus,2008,BLR,173232.4954,309542.1643,4424284,5083052,3.92%,6.09%
Belarus,2009,BLR,171934.5026,308413.542,4411475,5074759,3.90%,6.08%
Belarus,2010,BLR,170607.8543,307883.7617,4403462,5069608,3.87%,6.07%
Belarus,2011,BLR,169447.8809,307834.6297,4400708,5067789,3.85%,6.07%
Belarus,2012,BLR,168453.0358,307070.9163,4402767,5068963,3.83%,6.06%
Belarus,2013,BLR,167498.5027,307301.2355,4407402,5071503,3.80%,6.06%
Belarus,2014,BLR,167187.5081,307012.2029,4411610,5073236,3.79%,6.05%
Belarus,2015,BLR,167300.3797,307956.2635,4413162,5072611,3.79%,6.07%
Belarus,2016,BLR,167479.9957,310057.7084,4411152,5068900,3.80%,6.12%
Belgium,1990,BEL,139043.4319,256160.7807,4895870,5110675,2.84%,5.01%
Belgium,1991,BEL,139477.9572,257029.0159,4912609,5126841,2.84%,5.01%
Belgium,1992,BEL,140302.1877,257890.7357,4932000,5146098,2.84%,5.01%
Belgium,1993,BEL,141246.7392,259434.2417,4952213,5166471,2.85%,5.02%
Belgium,1994,BEL,141914.7291,260404.0556,4970703,5185206,2.86%,5.02%
Belgium,1995,BEL,142084.5831,261351.7028,4985819,5200485,2.85%,5.03%
Belgium,1996,BEL,143703.3511,263627.6139,4996750,5211515,2.88%,5.06%
Belgium,1997,BEL,145330.2122,266098.958,5004480,5219305,2.90%,5.10%
Belgium,1998,BEL,146837.2546,268402.2736,5011343,5225955,2.93%,5.14%
Belgium,1999,BEL,148719.7798,270811.5135,5020651,5234510,2.96%,5.17%
Belgium,2000,BEL,150372.6099,273139.7654,5034820,5247226,2.99%,5.21%
Belgium,2001,BEL,152524.706,276640.7298,5054456,5264570,3.02%,5.25%
Belgium,2002,BEL,154511.9935,281296.8294,5078872,5286007,3.04%,5.32%
Belgium,2003,BEL,156900.111,285764.9079,5107599,5311430,3.07%,5.38%
Belgium,2004,BEL,159257.3686,290000.8224,5139663,5340455,3.10%,5.43%
Belgium,2005,BEL,161323.7806,295019.8118,5174235,5372650,3.12%,5.49%
Belgium,2006,BEL,164560.0894,299309.5225,5211462,5408089,3.16%,5.53%
Belgium,2007,BEL,167671.5694,303854.6452,5251297,5446538,3.19%,5.58%
Belgium,2008,BEL,171721.7313,308757.2618,5292388,5486787,3.24%,5.63%
Belgium,2009,BEL,174808.4189,313651.3253,5333013,5527274,3.28%,5.67%
Belgium,2010,BEL,178829.8135,318831.5905,5371961,5566774,3.33%,5.73%
Belgium,2011,BEL,181572.9278,322467.2959,5408267,5604812,3.36%,5.75%
Belgium,2012,BEL,182896.7719,324914.0036,5442232,5641321,3.36%,5.76%
Belgium,2013,BEL,183180.8412,326663.3321,5475491,5676016,3.35%,5.76%
Belgium,2014,BEL,184219.8737,328901.6787,5510444,5708716,3.34%,5.76%
Belgium,2015,BEL,185153.7492,330655.1846,5548634,5739297,3.34%,5.76%
Belgium,2016,BEL,186719.168,332888.3822,5590812,5767564,3.34%,5.77%
Belize,1990,BLZ,1775.948637,2575.259836,94572,92982,1.88%,2.77%
Belize,1991,BLZ,1827.475641,2638.125538,96363,94768,1.90%,2.78%
Belize,1992,BLZ,1872.394371,2686.735541,97951,96370,1.91%,2.79%
Belize,1993,BLZ,1918.680916,2751.450007,99580,98040,1.93%,2.81%
Belize,1994,BLZ,1980.414017,2819.731381,101597,100077,1.95%,2.82%
Belize,1995,BLZ,2050.646458,2915.041471,104241,102721,1.97%,2.84%
Belize,1996,BLZ,2135.317196,3026.154313,107611,106062,1.98%,2.85%
Belize,1997,BLZ,2240.544845,3154.328271,111601,110008,2.01%,2.87%
Belize,1998,BLZ,2352.133527,3294.514791,115974,114322,2.03%,2.88%
Belize,1999,BLZ,2468.185314,3435.943919,120365,118664,2.05%,2.90%
Belize,2000,BLZ,2575.872398,3579.934877,124516,122794,2.07%,2.92%
Belize,2001,BLZ,2663.299642,3711.459756,128354,126639,2.07%,2.93%
Belize,2002,BLZ,2761.11513,3835.78077,131943,130257,2.09%,2.94%
Belize,2003,BLZ,2850.737015,3978.00846,135381,133754,2.11%,2.97%
Belize,2004,BLZ,2939.701595,4121.800597,138808,137275,2.12%,3.00%
Belize,2005,BLZ,3042.89522,4282.585064,142333,140951,2.14%,3.04%
Belize,2006,BLZ,3151.109861,4448.403473,145966,144788,2.16%,3.07%
Belize,2007,BLZ,3270.238771,4612.393152,149669,148732,2.18%,3.10%
Belize,2008,BLZ,3379.294895,4795.511992,153419,152748,2.20%,3.14%
Belize,2009,BLZ,3492.326917,4979.993268,157161,156764,2.22%,3.18%
Belize,2010,BLZ,3609.068121,5165.919051,160868,160738,2.24%,3.21%
Belize,2011,BLZ,3712.41408,5345.578724,164529,164661,2.26%,3.25%
Belize,2012,BLZ,3834.310431,5535.780483,168166,168540,2.28%,3.28%
Belize,2013,BLZ,3939.422332,5706.101994,171793,172396,2.29%,3.31%
Belize,2014,BLZ,4061.624749,5881.783033,175430,176267,2.32%,3.34%
Belize,2015,BLZ,4170.620599,6081.989257,179106,180181,2.33%,3.38%
Belize,2016,BLZ,4281.771261,6255.704372,182815,184139,2.34%,3.40%
Benin,1990,BEN,51096.44763,85813.22788,2423540,2554949,2.11%,3.36%
Benin,1991,BEN,53050.21328,88371.47674,2510180,2639316,2.11%,3.35%
Benin,1992,BEN,55394.36028,91331.96465,2602820,2728985,2.13%,3.35%
Benin,1993,BEN,57723.1597,94276.56992,2699501,2822260,2.14%,3.34%
Benin,1994,BEN,60276.17128,97467.72353,2797455,2916760,2.15%,3.34%
Benin,1995,BEN,62837.53511,100970.8553,2894758,3010794,2.17%,3.35%
Benin,1996,BEN,64698.47778,103839.3287,2990571,3103701,2.16%,3.35%
Benin,1997,BEN,66688.51384,106916.8748,3085569,3196075,2.16%,3.35%
Benin,1998,BEN,68842.55563,110155.003,3181238,3289037,2.16%,3.35%
Benin,1999,BEN,70983.94072,113446.62,3279810,3384292,2.16%,3.35%
Benin,2000,BEN,73614.97512,117282.8005,3382858,3483088,2.18%,3.37%
Benin,2001,BEN,76289.53306,120868.6316,3490950,3585778,2.19%,3.37%
Benin,2002,BEN,79339.63341,124433.8889,3603447,3691953,2.20%,3.37%
Benin,2003,BEN,82775.57226,128582.784,3719314,3801242,2.23%,3.38%
Benin,2004,BEN,86189.13599,133096.6842,3836993,3913010,2.25%,3.40%
Benin,2005,BEN,90020.84081,137717.2864,3955402,4026821,2.28%,3.42%
Benin,2006,BEN,93248.39851,141967.2547,4074233,4142660,2.29%,3.43%
Benin,2007,BEN,96494.02827,146287.6135,4194024,4260764,2.30%,3.43%
Benin,2008,BEN,100094.028,151005.9178,4315619,4381293,2.32%,3.45%
Benin,2009,BEN,103869.419,156069.9609,4440263,4504446,2.34%,3.46%
Benin,2010,BEN,107848.2405,161113.3485,4568834,4630420,2.36%,3.48%
Benin,2011,BEN,111066.8987,165617.2797,4701592,4759210,2.36%,3.48%
Benin,2012,BEN,115082.1971,171116.3947,4838309,4890851,2.38%,3.50%
Benin,2013,BEN,118612.3723,175852.1166,4978819,5025623,2.38%,3.50%
Benin,2014,BEN,122864.9452,181508.6398,5122844,5163871,2.40%,3.51%
Benin,2015,BEN,126914.1161,187645.6339,5270132,5305830,2.41%,3.54%
Benin,2016,BEN,131157.241,193118.7707,5420684,5451621,2.42%,3.54%
Bermuda,1990,BMU,660.9077701,1071.6539,30465,30465,2.17%,3.52%
Bermuda,1991,BMU,664.4940526,1081.03643,30656,30656,2.17%,3.53%
Bermuda,1992,BMU,671.154287,1091.204262,30838.5,30838.5,2.18%,3.54%
Bermuda,1993,BMU,675.73381,1106.528584,31017,31017,2.18%,3.57%
Bermuda,1994,BMU,680.0872631,1118.942552,31190.5,31190.5,2.18%,3.59%
Bermuda,1995,BMU,687.2316151,1132.914168,31348,31348,2.19%,3.61%
Bermuda,1996,BMU,693.9416859,1140.265827,31493,31493,2.20%,3.62%
Bermuda,1997,BMU,701.6031564,1150.731789,31629.5,31629.5,2.22%,3.64%
Bermuda,1998,BMU,707.9289065,1157.762473,31755.5,31755.5,2.23%,3.65%
Bermuda,1999,BMU,714.5954002,1168.18031,31883.5,31883.5,2.24%,3.66%
Bermuda,2000,BMU,721.9493126,1179.742715,32014,32014,2.26%,3.69%
Bermuda,2001,BMU,729.4059081,1189.228151,32161.5,32161.5,2.27%,3.70%
Bermuda,2002,BMU,736.9626612,1199.566969,32305,32305,2.28%,3.71%
Bermuda,2003,BMU,747.1448176,1211.336505,32435,32435,2.30%,3.73%
Bermuda,2004,BMU,755.5513786,1224.249219,32532.5,32532.5,2.32%,3.76%
Bermuda,2005,BMU,762.6154901,1237.616475,32565,32565,2.34%,3.80%
Bermuda,2006,BMU,770.4563544,1247.60435,32531.5,32531.5,2.37%,3.84%
Bermuda,2007,BMU,777.3437206,1256.965792,32446,32446,2.40%,3.87%
Bermuda,2008,BMU,783.2465531,1263.805864,32312.5,32312.5,2.42%,3.91%
Bermuda,2009,BMU,790.9682899,1271.857919,32151.5,32151.5,2.46%,3.96%
Bermuda,2010,BMU,798.3568171,1280.869033,31978,31978,2.50%,4.01%
Bermuda,2011,BMU,806.5149726,1292.959173,31790.5,31790.5,2.54%,4.07%
Bermuda,2012,BMU,814.199339,1301.768298,31589.5,31589.5,2.58%,4.12%
Bermuda,2013,BMU,822.5161535,1315.424887,31385.5,31385.5,2.62%,4.19%
Bermuda,2014,BMU,831.8058613,1327.075456,31191,31191,2.67%,4.25%
Bermuda,2015,BMU,839.6948026,1338.355666,31001.5,31001.5,2.71%,4.32%
Bermuda,2016,BMU,895.5154091,1427.488338,30833,30833,2.90%,4.63%
Bhutan,1990,BTN,6263.242382,8110.962445,276086,261198,2.27%,3.11%
Bhutan,1991,BTN,6207.006843,8025.68877,275884,261407,2.25%,3.07%
Bhutan,1992,BTN,6084.528876,7864.651642,272693,258831,2.23%,3.04%
Bhutan,1993,BTN,5954.037434,7720.815888,268121,255002,2.22%,3.03%
Bhutan,1994,BTN,5835.703086,7584.543334,264410,252090,2.21%,3.01%
Bhutan,1995,BTN,5764.299065,7509.011607,263227,251659,2.19%,2.98%
Bhutan,1996,BTN,5823.996708,7609.766075,265033,254242,2.20%,2.99%
Bhutan,1997,BTN,5943.522566,7802.204196,269404,259355,2.21%,3.01%
Bhutan,1998,BTN,6127.842452,8054.748687,275938,266214,2.22%,3.03%
Bhutan,1999,BTN,6358.557969,8329.752185,283900,273637,2.24%,3.04%
Bhutan,2000,BTN,6626.18878,8638.438762,292710,280699,2.26%,3.08%
Bhutan,2001,BTN,6959.598965,8932.136761,302358,287236,2.30%,3.11%
Bhutan,2002,BTN,7326.269573,9195.665048,312900,293500,2.34%,3.13%
Bhutan,2003,BTN,7749.407495,9515.126428,323874,299568,2.39%,3.18%
Bhutan,2004,BTN,8180.068432,9827.880943,334680,305604,2.44%,3.22%
Bhutan,2005,BTN,8568.47026,10143.67155,344888,311752,2.48%,3.25%
Bhutan,2006,BTN,8895.019301,10437.75407,354265,317961,2.51%,3.28%
Bhutan,2007,BTN,9199.405376,10692.18432,362827,324132,2.54%,3.30%
Bhutan,2008,BTN,9462.081885,10979.5435,370726,330226,2.55%,3.32%
Bhutan,2009,BTN,9736.477147,11300.82183,378257,336199,2.57%,3.36%
